compound,user_compound_id,smiles,purity_pct,molecular_weight,log_p,tpsa,inchi_key,num_rotatable_bonds,num_h_acceptors,num_h_donors,num_atoms,num_bonds
97416344-2017-46d8-8f7b-f3101e8f56fa,8633510,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(NC(O)=NCCCN2CCC(c3cccc(OC)c3)CC2)c1,,590.72,4.87,121.72,WMYSXJSJXZFODY-UHFFFAOYSA-N,10,8,3,43,46
3a39a426-c4ec-4c6c-aa0e-38d81142125e,9314878,COC(=O)c1ccc(/C=C(\C#N)c2nc(-c3ccccc3)cs2)cc1,,346.41,4.66,62.98,JJUXLPJJPGTJEI-GZTJUZNOSA-N,4,5,0,25,27
af3bd1f9-9548-4f4c-a7ec-386c77abfe03,9321584,O=C(Nc1nccs1)c1ccc(Br)s1,,289.18,3.22,41.99,UMSIHSUHJNCUDJ-UHFFFAOYSA-N,2,4,1,14,15
08fdc098-755f-48fc-861e-0c629ce2164b,9314236,COCCSc1ccc(-n2cccn2)nn1,,236.3,1.4,52.83,CXFJDFKOSVIAIN-UHFFFAOYSA-N,5,6,0,16,17
59043db7-ee47-4ad3-95bf-86e23a45237f,9315921,CC(C)(C)c1ccc(=O)n(C2CCNCC2)n1,,235.33,1.47,46.92,BATFOIKREFAAJX-UHFFFAOYSA-N,1,4,1,17,18
c712ddcc-94fc-4efd-ab3f-b75b024c045b,9312729,Cc1cc(C)c(NC(=O)CSc2nccc(N3CCN(c4ccccc4)CC3)n2)c(C)c1,,447.61,4.46,61.36,JBJVJTVFVMCZFK-UHFFFAOYSA-N,6,6,1,32,35
34638956-0d63-4d26-a534-71d1af96496c,9312657,COc1cccc(Cn2c(=O)c3sccc3n(Cc3nc(-c4ccccc4OC)no3)c2=O)c1,,476.51,3.39,101.38,MCKVAGDXGTZOBU-UHFFFAOYSA-N,7,10,0,34,38
f94ddb16-8373-4a3a-969b-989f23edf66d,9316802,C#CCn1/c(=N/C(=O)c2ccccc2Cl)sc2cc([N+](=O)[O-])ccc21,,371.81,3.64,77.5,YILGJHKJOMJRIL-ZPHPHTNESA-N,3,5,0,25,27
ddbf935e-b010-46c1-98e1-42c29fb53aac,9313688,O=C(O)c1ccc(N2CCCC2)nn1,,193.21,0.78,66.32,OISOFZDSWCBOQJ-UHFFFAOYSA-N,2,4,1,14,15
66197d0e-f488-4090-9833-36101af34f26,8632766,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(O)nc(=N)[nH]c21,,277.28,-0.59,131.04,QDGZDCVAUDNJFG-FXQIFTODSA-N,2,7,5,20,22
504d345d-1191-4bbd-91c5-07a119a0b4c5,9322707,CCOc1ccccc1Oc1c(C)oc2c(CN3CCCC3)c(O)ccc2c1=O,,395.45,4.59,72.14,VULJBWKHMWPDGL-UHFFFAOYSA-N,6,6,1,29,32
47602b15-f91f-4588-83b3-acfdb113d3a6,9313160,Cc1ccc(CSc2ncc(CO)n2CC(N)=O)cc1,,291.38,1.46,81.14,CZVDLXQIGIJWSW-UHFFFAOYSA-N,6,5,2,20,21
5d1a749a-475b-4c47-ae84-b30becc00f0c,9312677,COc1ccc2c(=O)c3c(oc2c1)C(=O)N(CCCN1CCOCC1)C3c1ccncc1,,435.48,2.46,85.11,OTTXWDGPBMQPOA-UHFFFAOYSA-N,6,7,0,32,36
8bf3f7e7-632a-420e-908d-f91c6d7e528e,9315971,CC(C)S(=O)(=O)c1ccc(CC(=O)N2CCC(C(=O)NCC(F)(F)F)CC2)cc1,,434.48,2.33,83.55,JHVHVFBPHOAGAQ-UHFFFAOYSA-N,6,4,1,29,30
68de72b7-30a6-4cdb-a27f-98934f18b335,9314607,Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)C3CCCCC3)cc2)n1,,388.49,3.41,101.05,ZAJBYNVHKXKOHU-UHFFFAOYSA-N,5,5,2,27,29
625f6f59-09fd-40fc-a470-37f07cbd2f97,9316543,CC(=O)Oc1ccc(/C=C(/C#N)c2nc(-c3ccccc3)cs2)cc1,,346.41,4.8,62.98,GQCSLTYNUDOVEK-BOPFTXTBSA-N,4,5,0,25,27
8395c4d1-eb30-4968-96a8-7a2f03faa529,9320158,COc1cc(/C=N/Nc2ccccc2)ccc1O,,242.28,2.85,53.85,BYJHTDOYXMLKFQ-XNTDXEJSSA-N,4,4,2,18,19
e1c660fe-b2ff-4572-8b4e-7cc228b06f57,9320011,COCCNC(=O)/C(C#N)=C1\N=C(NC(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc21,,419.4,1.78,146.72,AJQWYZITHXTMBJ-ZCXUNETKSA-N,6,7,2,31,33
1c235e75-2a47-4aac-b039-b5fd413b4940,9316980,C#CCn1/c(=N/C(=O)c2ccc([N+](=O)[O-])cc2)sc2c(C)cc(C)cc21,,365.41,3.6,77.5,GJYNPVJIOIXLIY-VXPUYCOJSA-N,3,5,0,26,28
4d1a4b55-2cce-4ef8-88e5-fdc2f8776f9c,9316773,CCOC(=O)c1c(C)oc2cc(S(=O)(=O)O)c(O)cc12,,300.29,1.87,114.04,ISQBUDLXCVRHGK-UHFFFAOYSA-N,3,6,2,20,21
2854e8be-d61f-4b50-a1e2-0628b08e0bb6,9318202,COc1ccc(C2=NN(S(C)(=O)=O)C(c3ccc4nccnc4c3)C2)cc1,,382.44,2.75,84.75,RAQUIKOFQZADGS-UHFFFAOYSA-N,4,6,0,27,30
acf80be9-770c-4891-9cff-e916b73dca33,8632760,COc1ccc(C(=O)N2CCCC2=O)cc1,,219.24,1.46,46.61,ZXNRTKGTQJPIJK-UHFFFAOYSA-N,2,3,0,16,17
68a52e5a-fec8-4187-ba98-e9a6687616fc,9314405,CCOC(=O)c1nn(-c2ccccc2)c(=O)c2c(N)scc12,,315.35,2.21,87.21,HLVGVGCIJRBRQW-UHFFFAOYSA-N,3,7,1,22,24
9d4650c4-3f16-46d1-84dd-a836d9c91395,9322101,CC(C)Cn1c(CN(C)Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,,369.47,1.72,65.06,VRCUOVJQCGDQBM-UHFFFAOYSA-N,6,7,0,27,29
7391cd6a-b8d2-4436-9bac-88720f5b60cc,9322162,O=C(Oc1ccc2c(=O)c(-c3ccccc3)coc2c1)c1ccco1,,332.31,4.27,69.65,DYKCZLJVTLXZCR-UHFFFAOYSA-N,3,5,0,25,28
f1c4d422-d977-4997-b26b-b96b9bfa5827,9312761,Cc1nc(N2CCC(NC(=O)c3cccn(C)c3=O)CC2)cc(C(F)(F)F)n1,,395.38,1.9,80.12,CADNUTHGAGTCBN-UHFFFAOYSA-N,3,6,1,28,30
4f16be22-b96a-43c8-a5d7-74a7c96d6602,9316294,CC(C)Sc1ccc(CC(=O)NCC2CCN(c3ccccn3)CC2)cc1,,383.56,4.16,45.23,UEGJCWXEYNRTSF-UHFFFAOYSA-N,7,4,1,27,29
60cb987d-a58b-4204-b75f-b429cc3908b3,9320394,COc1ccc(OS(=O)(=O)c2ccc3oc(=O)ccc3c2)cc1,,332.33,2.57,82.81,ANQQOWYTBXFWIQ-UHFFFAOYSA-N,4,6,0,23,25
7e80420e-3e4a-4a9a-aa6a-e19a4596c4df,9317949,c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,,269.33,3.42,51.81,JYGQRLOMJKRAQM-UHFFFAOYSA-N,4,5,0,19,21
5cf1e439-3beb-41c2-9041-9f41f8033992,9314440,O=C(NCC(O)Cc1ccccc1)C1CC=CCC1,,259.35,2.06,49.33,BIMRKVSONLMMKA-UHFFFAOYSA-N,5,2,2,19,20
093ccd3a-5fad-40f5-81cf-4c31197ec644,9314491,Cc1cc(NC(=O)c2cccn(OCc3ccc(F)cc3)c2=O)no1,,343.31,2.16,86.36,PUUPXUCMJDYVHN-UHFFFAOYSA-N,5,6,1,25,27
8a94b86d-041d-4c2e-bbc2-5059839bf3e5,9314193,Cc1ccc(S(=O)(=O)c2cnc3ccccc3c2N2CCCCC2C)cc1,,380.51,4.75,50.27,IDFRQUDXCNFELV-UHFFFAOYSA-N,3,4,0,27,30
6c17495f-b53e-46de-8502-4596ab308b6c,9322467,CCCOC(=O)c1ccc(Oc2coc3cc(OC(=O)C(C)C)ccc3c2=O)cc1,,410.42,4.71,92.04,GIUNHXFLMYUGJO-UHFFFAOYSA-N,7,7,0,30,32
63869917-1ac1-4d6b-833f-6cbcd7479b7e,9320528,Cc1cc(SCC(=O)N2CCOCC2)nc2ccccc12,,302.4,2.49,42.43,QTAFZTHTTVLWHK-UHFFFAOYSA-N,3,4,0,21,23
c8db4a76-1bf5-46ca-9596-a4ee4834ef6e,9317001,CCOC(=O)c1nn(-c2ccccc2C)c(=O)cc1OS(=O)(=O)c1cccc(C(F)(F)F)c1,,482.44,3.5,104.56,YHNGNPXGARBHPQ-UHFFFAOYSA-N,6,8,0,33,35
7e5b105c-4b52-4055-9819-e8296aa8760e,9317490,COc1ccc(/C=C2\Oc3cc(OS(=O)(=O)c4ccccc4)ccc3C2=O)c(OC)c1OC,,468.48,4.1,97.36,PFCSAAFZVOJJKI-BKUYFWCQSA-N,7,8,0,33,36
06c52492-5bf7-47c9-8eea-910aa566a9d9,9317139,O=C(CBr)c1ccc(Cl)c(Cl)c1,,267.94,3.57,17.07,PAKFHEFMTRCFAU-UHFFFAOYSA-N,2,1,0,12,12
12189df4-1c59-46e1-950b-6fe731a17394,9319967,CCOc1cccc2cc(-c3cc(=O)oc4cc(OC)ccc34)oc12,,336.34,4.61,61.81,DTYXUBSCTOWDFM-UHFFFAOYSA-N,4,5,0,25,28
9b119396-84c5-44e0-8f57-642631eecbe1,9314388,CC1CCCCN1c1ccc(N2CCNCC2)nn1,,261.37,1.26,44.29,VLKSPZOYXAWCRH-UHFFFAOYSA-N,2,5,1,19,21
94b22b15-f852-4b62-9e7a-4a461498abde,9322396,COc1ccc(OC)c(-c2c(C)c3cc(OCC(C)=O)ccc3oc2=O)c1,,368.38,3.75,74.97,LHPPKOYPKCGEHS-UHFFFAOYSA-N,6,6,0,27,29
8c00a696-bf0a-4655-8f26-028d4e8b7b3d,8633497,Cl.Cl.Cl.Cl.Cl.NCCOc1cc(C(=O)Nc2cc(OCCN)c3ccccc3n2)nc(C(O)=Nc2cc(OCCN)c3ccccc3n2)c1,,778.95,5.19,206.11,SRIZPFGTXSQRFM-UHFFFAOYSA-N,13,11,5,49,48
d25ca024-a3a7-4998-9e7d-d529d1dc2110,8632748,COC1=C(OC)C(=O)c2ccccc2C1=O,,218.21,1.57,52.6,ZEGDFCCYTFPECB-UHFFFAOYSA-N,2,4,0,16,17
1ba10842-3227-4326-802d-a0df026c68e1,9319276,Cc1ccc(Cn2c(OC(C)C)nc3c2c(=O)n(C)c(=O)n3C)cc1,,342.4,1.58,71.05,SABDDRHRVKJBMC-UHFFFAOYSA-N,4,7,0,25,27
008b9bc3-7f34-408e-898d-38e36f6cae61,9316194,CN1CCC(CNC(=O)c2ccc(C#N)cc2)CC1,,257.34,1.63,56.13,FZZNGUVUCZUMBA-UHFFFAOYSA-N,3,3,1,19,20
ddd64d6f-725a-4087-947d-049fb175a0e9,9321359,Cn1c(=O)[nH]c(=O)c2c1nc(CN1CCN(Cc3ccccc3)CC1)n2CCCO,,412.49,0.12,99.39,GITWAQJRWHLWPG-UHFFFAOYSA-N,7,8,2,30,33
c2717cf3-57ad-42a3-9580-2103f2110b78,9320914,COc1ccc(-c2coc3c(CN4CCCCC4C)c(O)ccc3c2=O)cc1OC,,409.48,4.56,72.14,ZTIUJVGTIDNYBB-UHFFFAOYSA-N,5,6,1,30,33
22d69abe-ec2d-47d7-b24c-6be2b0a71956,9319231,COc1ccc(Br)cc1/C=C(\C#N)c1nc2ccccc2c(=O)[nH]1,,382.22,3.76,78.77,VVWBCAFVFFXYOR-XYOKQWHBSA-N,3,4,1,24,26
ce0b7c50-bdf2-44b7-8e5a-0b841eb85415,9319953,COc1ccc(-c2c(C)oc3cc(OS(C)(=O)=O)ccc3c2=O)cc1OC,,390.41,3.12,92.04,ZETKHDURKRPKMN-UHFFFAOYSA-N,5,7,0,27,29
b21c4fc1-86ae-4327-84a5-a1dc04444f23,9314115,CCN1CCc2c(sc(NC(=O)c3cc(C)nn3C)c2C(N)=O)C1.Cl,,383.9,1.94,93.25,BWOHCOZGPSQUJA-UHFFFAOYSA-N,4,6,2,25,26
ba70dae0-5b7a-4edf-8ba0-b3d9041817bc,9321591,COC(=O)COc1ccc2c(c1C)O/C(=C\c1cc(OC)c(OC)c(OC)c1)C2=O,,414.41,3.19,89.52,TUHXDABNGVTCQV-PXNMLYILSA-N,7,8,0,30,32
406d1d6a-db8f-47c6-8899-6ce88306bad6,9320465,COc1ccc(CCNC(=O)c2cc3cccc(OC)c3oc2=O)cc1OC,,383.4,2.79,87.0,LJAFPQYISYCEMC-UHFFFAOYSA-N,7,6,1,28,30
c02f1f4d-5301-4115-acf3-061605c1f0b4,9319309,COc1ccc(OC)c(/C=C(/C#N)c2nc(-c3ccc(C)c(C)c3)cs2)c1,,376.48,5.51,55.14,PHVWGFIFMJEOFX-ZDLGFXPLSA-N,5,5,0,27,29
a5e3422f-b179-47ac-9ec0-d676b1791bac,9317895,C#CCn1/c(=N/C(=O)c2ccccc2Br)sc2cc(F)cc(F)c21,,407.24,4.12,34.36,UHEXVDRLAWFXFR-FXBPSFAMSA-N,2,3,0,24,26
ccb0f7b0-a679-4835-9eab-086443f2910f,9322278,CCC(=O)Oc1ccc2c(C)c(-c3ccccc3)c(=O)oc2c1,,308.33,4.08,56.51,UQCVSYMWEBEKLG-UHFFFAOYSA-N,3,4,0,23,25
7170d1d9-774d-4f09-aee0-faf1d1da3ebe,9318715,CCCCc1ccc(NC(=O)Cn2ccc3c(OC(C)C(=O)OCC)cccc3c2=O)cc1,,450.54,4.31,86.63,MKCSFKOEBZDEIP-UHFFFAOYSA-N,10,6,1,33,35
8877a4a9-3d3e-4f88-a319-700e463018ad,9313896,Cc1ccc(C)c(-n2ncc3c(N4CCC(C)CC4)ncnc32)c1,,321.43,3.67,46.84,DIGAJZLMRDJBMF-UHFFFAOYSA-N,2,5,0,24,27
8932be10-c588-4a40-bd9f-6179db5fd898,9320567,COc1ccc(S(=O)(=O)c2cnc3cc(OC)c(OC)cc3c2O)cc1,,375.4,2.8,94.95,BYNWLRGXZJZEHH-UHFFFAOYSA-N,5,7,1,26,28
f9eab33e-ea7a-4aac-a0c8-f35c232717d4,9317988,COc1ccc2c(CC(=O)O)cc(=O)oc2c1,,234.21,1.43,76.74,ZEKAXIFHLIITGV-UHFFFAOYSA-N,3,4,1,17,18
02409b7e-f02a-4642-b0e9-e1646c255da5,9317960,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C,,244.27,1.15,80.52,IFIUFCJFLGCQPH-UHFFFAOYSA-N,3,4,0,16,16
c31c06f8-15ca-4d38-b006-51c136f60074,8633630,N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O,,198.18,-1.03,105.55,WZNJWVWKTVETCG-YFKPBYRVSA-N,3,5,3,14,14
3efb1c1c-e39b-477e-b5b6-dc1f9aaa0d24,9317913,CC(C)N(C(=O)Cn1cc(S(=O)(=O)CC(=O)Nc2ccccc2)c2ccccc21)C(C)C,,455.58,3.7,88.48,WWNHPFHWAIUFGQ-UHFFFAOYSA-N,8,5,1,32,34
c04ece41-2208-4b1a-9e21-e79c7b914a82,9321739,Cc1ccccc1Cn1c(-c2ccccc2)cn2c3c(=O)n(C)c(=O)n(C)c3nc12,,399.45,2.71,66.23,BTXSZKVBMAOFIV-UHFFFAOYSA-N,3,7,0,30,34
5edd6e07-e1c8-4efc-81b4-117867ee7f56,9315910,Cc1cc2c(c(=O)[nH]1)C(c1ccccc1)C(C#N)=C(N)O2,,279.3,1.9,91.9,RFKSFJCEGGRWFE-UHFFFAOYSA-N,1,4,2,21,23
27c5d14b-21fa-4021-aa00-ad3e04c97a04,9321222,Cc1cc(CNC2CCC2)no1,,166.22,1.63,38.06,GIDOOCKEZMSKKC-UHFFFAOYSA-N,3,3,1,12,13
a6cbb6ba-c44b-4517-bb66-25b90d25ff59,9320428,COc1cc(C)c(C)cc1S(=O)(=O)Oc1cc(C)cc(C)c1,,320.41,3.7,52.6,DYDHIUUQLFTBDI-UHFFFAOYSA-N,4,4,0,22,23
a45bcade-d583-4c51-9997-1c714fd1cc9f,9319397,CCOc1cc(S(=O)(=O)Oc2ccc(NC(C)=O)cc2)ccc1Br,,414.28,3.57,81.7,XBFAZEOTHDZLPN-UHFFFAOYSA-N,6,5,1,24,25
632d726b-8d49-4c23-b132-660abf031842,9313848,C=CCCC(=O)N1CCCC2(C1)OC(=O)c1ccccc12,,285.34,2.64,46.61,MPNNDMNVABKFKY-UHFFFAOYSA-N,3,3,0,21,23
2de192b3-4fec-4a18-bd5a-667e0c74a58f,9322431,COc1ccccc1Oc1c(C)oc2cc(OC(C)=O)ccc2c1=O,,340.33,3.83,74.97,RKWVYCJYLSFJQH-UHFFFAOYSA-N,4,6,0,25,27
7fef2ab8-d01f-4fbf-a37c-79e2a3411cf0,9320742,Cc1cccc2c(C(=O)O)cc(-c3ccncc3)nc12,,264.28,3.3,63.08,KLSIJLUVNKNDFJ-UHFFFAOYSA-N,2,3,1,20,22
89dd84a1-4c74-4014-a832-2c1943094098,9320658,Cc1cc(S(=O)(=O)N2CCN=C2c2ccccc2)c(C)cc1Cl,,348.86,3.41,49.74,FWMCNYGFIBNVAA-UHFFFAOYSA-N,3,3,0,23,25
be7cd0e0-b24e-4830-b8f8-dff51987d121,8633052,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2.Cl,,320.82,3.37,45.33,XIEGSJAEZIGKSA-UHFFFAOYSA-N,2,3,1,22,24
07a0b551-09f8-4126-8efb-359b959c8e96,9315828,CSc1nc(C(F)F)cc(N2CCNCC2)n1,,260.31,1.55,41.05,UVKYFKPDDHVCLN-UHFFFAOYSA-N,3,5,1,17,18
776db74b-dd6e-4591-9f1e-45138ecc7db7,9316865,C#CCn1/c(=N/C(=O)c2ccccc2)sc2cc(C(=O)OC)ccc21,,350.4,2.86,60.66,SHTWJTJGBNPCNY-VXPUYCOJSA-N,3,5,0,25,27
77e6ac55-7153-4a26-b99f-cf736815dee0,9316705,CCCOC(=O)CCN1C(=O)/C(=C/c2ccccc2OC)SC1=S,,365.48,3.24,55.84,BNQYHPIKGRRSGN-KAMYIIQDSA-N,7,6,0,24,25
8c9c661e-d577-4588-b613-a9ac4aaa856e,9318560,COCCN(CCOC)S(=O)(=O)c1ccc(C(=O)Nc2nnc(CSC)o2)cc1,,444.54,1.47,123.86,PVVBSCOCLDVQBS-UHFFFAOYSA-N,12,9,1,29,30
5c04661e-325d-425c-8993-a394de8cd345,9314683,CCOC(=O)C1(O)CSc2nc3sc(C)c(C)c3c(=O)n21,,326.4,1.39,81.42,OHJLCEVPQYDPPH-UHFFFAOYSA-N,2,8,1,21,23
06849620-b3f6-4ed6-8088-b356c8a673e3,9321557,Cc1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1C,,341.37,0.69,90.92,CWPMOYIEPUAOGL-UHFFFAOYSA-N,3,7,1,25,27
1ddf1992-864c-4276-839f-c8cafdab6e4e,9318918,C=CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(O)c(OC)c1,,318.33,1.76,96.89,ZGOYENBAJJKRMN-UHFFFAOYSA-N,5,5,3,23,24
3c76b55e-6253-4172-b124-d4b8bb2a99fc,9316328,CN(C)C(CNC(=O)c1cccn(C)c1=O)c1csc2ccccc12,,355.46,2.63,54.34,NRCBMGNVLWASPN-UHFFFAOYSA-N,5,5,1,25,27
6bc481d2-37ec-41b3-9dd2-facf0622db19,9320957,Cc1c(-c2ccccc2)nn2c1NC(=O)C2CC(=O)Nc1ccccc1,,346.39,3.38,76.02,JPCVPOXBIIXZJR-UHFFFAOYSA-N,4,4,2,26,29
0b201636-6012-4a60-a251-13013caf4392,8633100,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,,360.37,2.57,107.77,PVHUJELLJLJGLN-UHFFFAOYSA-N,5,7,1,26,27
af394f9d-e0b4-4881-a24f-addfdd691652,9318655,CCOC(=O)c1sc(Nc2ccccc2)nc1C,,262.33,3.37,51.22,VQXNEYSGMWEITA-UHFFFAOYSA-N,4,5,1,18,19
99355163-093b-4c52-b6f3-6897ea400d35,9318373,CC(C)CN(CC(C)C)S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCN(C(C)C)C3)cc1,,534.75,4.17,112.81,DQRHTGVRGQZLIO-UHFFFAOYSA-N,10,6,2,36,38
b1bb07cb-171a-4bb9-9ce1-a0b40f5b3ae5,9313393,CN(CC1Cc2ccccc2CO1)C(=O)c1c[nH]c(=O)[nH]1,,287.32,0.92,78.19,SHLFCRDCWIJKFD-UHFFFAOYSA-N,3,3,2,21,23
a79b498d-c5ea-43e1-889e-b82d36c03d10,9320800,COc1ccc2c(-c3cc4cccc(OC)c4o3)cc(=O)oc2c1,,322.32,4.22,61.81,LGVNGNNLDKGLQW-UHFFFAOYSA-N,3,5,0,24,27
3f145754-b7ee-4371-8dd1-ef99eadc45f8,9319798,C#CC1CCC(NC(=O)OC(C)(C)C)C1,,209.29,2.31,38.33,DTHXBYFRDCALDU-UHFFFAOYSA-N,1,2,1,15,15
29e96270-287d-4b1c-96d1-038daf50ff38,8632976,N=C(O)COc1c(F)cc(SCCNS(=O)(=O)c2ccccc2)cc1F,,402.44,2.95,99.48,GTACSIONMHMRPD-UHFFFAOYSA-N,9,5,3,26,27
d639583a-cc38-4be8-959a-b80aa9167a7f,9256272,O=C(NC1CC1)C1CN(C2CCCC2)CCO1,,238.33,0.91,41.57,CIQDZLDOPZUGMK-UHFFFAOYSA-N,3,3,1,17,19
a9e2030a-5962-47e4-b567-c5926ec5604a,9314628,Cc1ccc(-c2nc(S(=O)(=O)c3ccccc3)c(SCC(N)=O)[nH]2)cc1,,387.49,2.8,105.91,WHGKBPIRMLSTTD-UHFFFAOYSA-N,6,5,2,26,28
dd367eee-1a2b-4660-872d-e82551b39b03,9320293,COc1ccc(-c2coc3c(CN4CCCCCC4)c(O)ccc3c2=O)cc1OC,,409.48,4.56,72.14,GJUWSNBVQPTYNS-UHFFFAOYSA-N,5,6,1,30,33
b71cee8e-6327-40cc-b17a-4a3629fc2e2b,8633260,CC(C)(C)c1ccc(/C=C/C(O)=Nc2ccc3c(c2)OCCO3)cc1,,337.42,5.06,51.05,GZTFUVZVLYUPRG-IZZDOVSWSA-N,3,3,1,25,27
c6e78236-0f8b-46d4-b389-1e5660e3f51c,8633142,CN(N=C(O)CC(O)=NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,,400.53,3.73,71.66,BKJIXTWSNXCKJH-UHFFFAOYSA-N,6,4,2,27,28
a0bd5d42-dd51-4fbf-84be-6c7845ca2323,9319142,COc1ccccc1-c1c(C)oc2cc(OCC(N)=O)ccc2c1=O,,339.35,2.64,91.76,CXOZSYHVOWTQED-UHFFFAOYSA-N,5,5,1,25,27
a2d875ee-2953-4e34-99da-b918a641411d,9258063,Cc1nc(N2CC3CN(C(=O)C4CC(=O)N(C5CCOCC5)C4)CC3C2)[nH]c(=O)c1F,,433.48,0.14,98.84,UOSUNNFLDKYNHG-UHFFFAOYSA-N,3,6,1,31,35
58a81895-ae59-414d-a297-d71066dc5c5d,9318272,CCOC(=O)CCNC(=O)NCC1CC(=O)N(c2ccc(Cl)cc2)C1,,367.83,1.95,87.74,SHKYCZVRZXKWQP-UHFFFAOYSA-N,7,4,2,25,26
2ed9a17e-1d61-4e2a-88d8-bab82b9958cc,9317255,CC(C)(C)OC(=O)Nc1ccc(CC#N)cc1,,232.28,3.1,62.12,RMXGPJWRYXDDCW-UHFFFAOYSA-N,2,3,1,17,17
ef400da3-2a10-4d00-8d7c-85607c506e2d,9319844,N#C/C(=C\c1cccc([N+](=O)[O-])c1)c1nc2ccccc2o1,,291.27,3.8,92.96,XEGLLDFKCXGJGX-XYOKQWHBSA-N,3,5,0,22,24
c3f8e07c-c6a7-40ba-a681-cf3e657ec209,9317247,COc1ccc(/C=C/C(=O)Nc2ccc(C)cc2C)cc1Br,,360.25,4.73,38.33,JZTJYNUYPSJQFT-RMKNXTFCSA-N,4,2,1,22,23
234177d9-df4b-4078-a5b7-ea0c94e127ba,9316016,O=C(NCC#CCOc1cccc(C(F)(F)F)c1)c1ccc(=O)[nH]c1,,350.3,2.21,71.19,BIHZNBZNWJMDRU-UHFFFAOYSA-N,4,3,2,25,26
976857f7-d1f3-4087-bbd3-e4c01b7c07b9,9316902,CCN(CC)c1ccc(C=NN2CCN(c3ccccn3)CC2)c(O)c1,,353.47,2.79,55.2,LATNZNGZFSHVLP-UHFFFAOYSA-N,6,6,1,26,28
a2b1e0a8-c4a4-4f0f-9b03-1190ef4fb0b9,9316427,COc1ccc(/C=C(/C#N)c2nc(-c3ccc([N+](=O)[O-])cc3)cs2)c(OC)c1,,393.42,4.8,98.28,LQKGZMNCQSBHQF-DHDCSXOGSA-N,6,7,0,28,30
767f27b6-9bc5-4979-b15e-7f351d8596e9,9321261,CC(=O)Nc1cnn(C2CCN(C(=O)c3ccc(S(=O)(=O)N4CCOCC4)cc3)C2)c1,,447.52,0.95,113.84,ZZZAKVMLVHJGJP-UHFFFAOYSA-N,5,7,1,31,34
cc6d2bb3-87cb-4ced-8622-e17b71a31bbb,9320610,Cc1oc2ccc(OC(=O)N(C)C)cc2c1C(=O)OC(C)C,,305.33,3.37,68.98,IUWCBSWRZIANNQ-UHFFFAOYSA-N,3,5,0,22,23
7c03e941-96af-4df0-8e07-b779e05e9553,9316917,COC(=O)c1c(NC(=O)/C(C#N)=C/c2ccc(F)cc2)sc2c1CCCC2,,384.43,4.1,79.19,OFPDOYRIURNVCJ-JLHYYAGUSA-N,4,5,1,27,29
6ea1f992-9356-4bad-a50d-2866fd35a2b9,9315770,Cc1cc(S(=O)(=O)N2CCN(CCO)CC2)c(C(C)C)cc1Br,,405.36,2.18,60.85,GWZOWVDNUNOUNT-UHFFFAOYSA-N,5,4,1,23,24
fecf8d27-b140-4967-a528-3cfed4914512,9317229,CCCOc1ccc(/C=C/C(=O)Nc2ccccc2OC)cc1,,311.38,4.14,47.56,XMPYXUAEDSFJRM-JLHYYAGUSA-N,7,3,1,23,24
cccb0c95-aa51-4323-8fb3-10ba26f1047c,9313548,O=C(NCC(Cc1cccc(F)c1)N1CCNC1=O)C1CCC1,,319.38,1.68,61.44,BNAXUMKEGOYQQF-UHFFFAOYSA-N,6,2,2,23,25
859959e1-06c1-4c81-8961-7a887f1a0790,9317527,C=CCn1/c(=N/C(=O)c2ccc(C#N)cc2)sc2cccc(OCC)c21,,363.44,3.9,67.38,HXMASNWULFSHMQ-XDOYNYLZSA-N,5,5,0,26,28
7ecad245-eb50-4a41-8621-57c22e05428f,9321055,Cc1c(C(=O)NCC2CCC(C(=O)O)CC2)c(=O)oc2ccccc12,,343.38,2.72,96.61,XEPCLJWVKXNVSX-UHFFFAOYSA-N,4,4,2,25,27
3ebea710-742d-4ca3-9542-4e5282d5f31b,9318816,COc1ccc(C(=O)NC(=S)NCc2ccco2)cc1OC,,320.37,2.1,72.73,VICRVDADXVVGGM-UHFFFAOYSA-N,5,5,2,22,23
b09084aa-74d2-4a89-a18b-5385b450123c,9312662,CN(C)c1ccc(CCNC(=O)c2ccno2)cc1,,259.31,1.71,58.37,ATWVLGLXDVROTI-UHFFFAOYSA-N,5,4,1,19,20
