user_compound_id,split
9314766,train
9314767,train
9314768,train
9314769,train
9314770,train
9314771,train
9314772,train
9314773,train
9314774,test
9314776,train
9314777,test
9314778,train
9314779,train
9314780,train
9314781,train
9314783,train
9314784,train
9314785,val
9314786,train
9314787,train
9314788,train
9314790,train
9314791,train
9314792,train
9314793,test
9314794,train
9314795,val
9314797,test
9314798,train
9314799,train
9314800,train
9314801,test
9314802,train
9314804,train
9314805,train
9314806,val
9314807,train
9314808,train
9314809,train
9314811,test
9314812,test
9314813,train
9314814,train
9314815,val
9314816,train
9314818,train
9314819,test
9314820,train
9314821,train
9314822,train
9314823,train
9314825,train
9314826,train
9314827,train
9314828,train
9314829,test
9314830,train
9314832,test
9314833,train
9314834,val
9314835,train
9314836,val
9314837,train
9314839,train
9314840,val
9314841,train
9314842,val
9314843,train
9314844,test
9314846,train
9314847,train
9314848,val
9314849,train
9314850,train
9314851,val
9314853,train
9314854,test
9314855,val
9314856,train
9314857,val
9314858,train
9314860,val
9314861,val
9314862,train
9314863,train
9314864,test
9314865,train
9314867,test
9314868,train
9314869,train
9314870,train
9314871,train
9314872,val
9314874,train
9314875,train
9314876,train
9314877,train
9314878,train
9314879,val
9314881,test
9314882,train
9314883,test
9314884,train
9314885,train
9314886,train
9314888,train
9314889,train
9314890,val
9314891,train
9314892,train
9314893,train
9314895,val
9314896,train
9314897,train
9314898,train
9314899,test
9314900,train
9314902,train
9314903,val
9314904,test
9314905,val
9314906,test
9314907,train
9314909,test
9314910,train
9314911,val
9314912,test
9314913,val
9314914,train
9314916,train
9314917,val
9314918,train
9314919,test
9314920,val
9314921,train
9314923,test
9314924,train
9314925,train
9314926,test
9314927,train
9314928,train
9314930,train
9314931,train
9314932,train
9314933,train
9314934,train
9314935,train
9314937,val
9314938,val
9314939,test
9314940,train
9314941,train
9314942,train
9314944,train
9314945,train
9314946,test
9314947,train
9314948,test
9314949,train
9314951,train
9314952,train
9314953,train
9314954,train
9314955,train
9314956,test
9314958,train
9314959,train
9314960,train
9314961,test
9314962,train
9314963,train
9314965,train
9314966,train
9314967,train
9314968,train
9314969,train
9314970,train
9314972,test
9314973,val
9314974,test
9314975,val
9314976,train
9314977,test
9314979,train
9314980,val
9314981,train
9314982,train
9314983,train
9314984,train
9314986,train
9314987,train
9314988,train
9314989,train
9314990,train
9314991,train
9314993,train
9314994,train
9314995,train
9314996,val
9314997,test
9314998,train
9315000,val
9315001,train
9315002,val
9315003,train
9315004,train
9315005,train
9315007,val
9315008,train
9315009,train
9315010,train
9315011,train
9315012,val
9315014,train
9315015,train
9315016,test
9315017,train
9315018,val
9315019,val
9315021,test
9315022,train
9315023,val
9315024,test
9315025,val
9315026,train
9315028,train
9315029,test
9315030,train
9315031,train
9315032,train
9315033,test
9315035,train
9315036,train
9315037,test
9315038,train
9315039,train
9315040,test
9315042,train
9315043,train
9315044,train
9315045,train
9315046,test
9315047,train
9315368,test
9315370,test
9315371,val
9315372,train
9315373,train
9315374,train
9315375,train
9315376,val
9315377,test
9315378,train
9315379,train
9315380,train
9315381,test
9315383,train
9315384,train
9315385,train
9315386,train
9315387,train
9315388,train
9315389,train
9315390,train
9315391,train
9315393,train
9315396,train
9315397,train
9315398,val
9315399,val
9315400,train
9315401,train
9315402,train
9315403,train
9315404,train
9315405,train
9315406,train
9315407,train
9315408,train
9315409,train
9315410,train
9315411,train
9315412,train
9315413,train
9315414,train
9315415,train
9315417,val
9315418,train
9315419,train
9315420,train
9315421,train
9315422,train
9315423,train
9315425,train
9315426,test
9315428,train
9315429,train
9315430,train
9315431,train
9315432,test
9315433,train
9315434,train
9315435,test
9315436,train
9315437,train
9315438,train
9315439,train
9315440,train
9315441,train
9315442,val
9315443,test
9315444,train
9315445,train
9315446,test
9315448,train
9315449,train
9315450,train
9315451,test
9315452,test
9315453,train
9315454,train
9315455,train
9315456,train
9315457,test
9315458,train
9315459,train
9315460,train
9315461,train
9315462,train
9315463,train
9315464,train
9315465,train
9315466,train
9315468,test
9315469,val
9315470,train
9315471,test
9315472,train
9315473,train
9315474,train
9315475,train
9315476,train
9315477,train
9315478,train
9315479,test
9315480,test
9315481,train
9315482,train
9315483,train
9315484,train
9315485,train
9315486,val
9315487,val
9315488,test
9315489,val
9315490,test
9315491,train
9315492,train
9315493,train
9315494,test
9315496,train
9315498,train
9315499,val
9315500,val
9315501,test
9315502,train
9315503,test
9315504,test
9315505,train
9315506,train
9315507,train
9315508,test
9315509,train
9315510,train
9315511,train
9315512,train
9315513,train
9315515,train
9315516,train
9315517,test
9315518,val
9315519,val
9315520,test
9315521,train
9315522,train
9315523,train
9315525,train
9315526,train
9315527,train
9315528,val
9315529,train
9315530,train
9315531,train
9315532,train
9315533,train
9315534,val
9315535,train
9315536,train
9315537,train
9315538,train
9315539,test
9315540,train
9315541,train
9315542,train
9315543,train
9315544,val
9315545,train
9315546,test
9315547,train
9315549,val
9315551,train
9315553,train
9315554,train
9315555,train
9315556,test
9315557,test
9315558,train
9315559,train
9315560,train
9315561,train
9315563,train
9315564,train
9315565,val
9315567,train
9315568,train
9315569,val
9315570,train
9315571,train
9315572,train
9315573,train
9315574,val
9315575,test
9315576,val
9315577,train
9315578,train
9315579,train
9315580,train
9315581,train
9315582,train
9315583,test
9315584,train
9315585,train
9315586,test
9315587,train
9315588,train
9315589,val
9315591,train
9315592,train
9315593,train
9315595,val
9315596,train
9315597,train
9315598,train
9315599,train
9315600,train
9315601,train
9315602,train
9315603,train
9315604,val
9315605,train
9315606,train
9315607,train
9315609,train
9315610,train
9315611,train
9315612,test
9315613,train
9315614,train
9315616,train
9315617,train
9315618,val
9315621,train
9315622,train
9315623,train
9315624,train
9315625,val
9315626,train
9315627,train
9315628,val
9315629,train
9315630,val
9315631,test
9315632,train
9315633,val
9315634,train
9315635,train
9315636,train
9315637,train
9315638,train
9315639,test
9315640,val
9315641,train
9315642,test
9315643,train
9315644,train
9315645,train
9315646,train
9315647,train
9315648,train
9315649,train
9315651,train
9315652,train
9315653,train
9315654,test
9315655,val
9315656,train
9315657,train
9315659,val
9315660,train
9315661,train
9315662,train
9315663,train
9315664,train
9315665,test
9315666,train
9315667,train
9315668,train
9315669,val
9315670,train
9315671,train
9315672,train
9315673,train
9315674,test
9315675,train
9315676,val
9315677,val
9315678,train
9315679,train
9315681,val
9315682,train
9315683,train
9315684,val
9315685,val
9315686,train
9315687,train
9315688,train
9315689,train
9315690,test
9315691,train
9315692,train
9315693,test
9315694,train
9315695,val
9315696,train
9315697,train
9315698,train
9315699,train
9315700,train
9315701,train
9315702,test
9315703,train
9315704,val
9315705,train
9315706,test
9315707,train
9315708,train
9315709,val
9315710,val
9315711,test
9315712,train
9315713,test
9315714,val
9315715,train
9315716,train
9315717,test
9315718,train
9315719,train
9315720,train
9315721,train
9315722,train
9315723,val
9315724,train
9315725,val
9315726,train
9315727,train
9315728,train
9315729,train
9315730,val
9315731,train
9315732,val
9315733,test
9315734,val
9315735,train
9315736,train
9315737,train
9315738,test
9315739,train
9315740,train
9315741,train
9315742,train
9315743,train
9315744,train
9315745,train
9315746,test
9315747,val
9315748,val
9315749,test
9315750,train
9315751,val
9315752,train
9315753,test
9315754,test
9315755,val
9315756,train
9315757,train
9315758,train
9315759,test
9315760,train
9315761,train
9315762,train
9315763,test
9315764,val
9315765,train
9315766,train
9315767,val
9315768,train
9315769,train
9315770,train
9315771,val
9315772,train
9315773,val
9315774,test
9315775,val
9315776,train
9315777,val
9315778,val
9315779,train
9315780,train
9315781,test
9315782,train
9315783,train
9315784,test
9315785,val
9315786,train
9315787,train
9315788,val
9315789,test
9315790,train
9315791,train
9315792,train
9315793,train
9315794,train
9315795,train
9315796,test
9315797,train
9315798,test
9315799,val
9315800,train
9315801,train
9315802,train
9315803,train
9315804,train
9315805,train
9315806,train
9315807,train
9315808,train
9315809,test
9315810,train
9315811,train
9315812,test
9315813,val
9315814,test
9315815,train
9315816,test
9315817,train
9315818,train
9315819,test
9315820,train
9315821,train
9315822,val
9315823,train
9315824,test
9315825,val
9315826,train
9315827,val
9315828,train
9315829,train
9315830,val
9315831,train
9315832,val
9315833,train
9315834,train
9315835,train
9315836,train
9315837,test
9315838,train
9315839,train
9315840,train
9315841,train
9315842,val
9315843,val
9315844,train
9315845,train
9315846,test
9315847,test
9315848,train
9315849,test
9315850,train
9315851,train
9315852,val
9315853,train
9315854,train
9315855,test
9315856,train
9315857,test
9315858,train
9315859,train
9315860,train
9315861,train
9315862,train
9315863,val
9315864,train
9315865,val
9315866,train
9315867,train
9315868,test
9315869,train
9315870,train
9315871,train
9315872,train
9315873,val
9315874,train
9315875,val
9315876,train
9315877,test
9315878,train
9315879,test
9315880,test
9315881,train
9315882,val
9315883,test
9315884,train
9315885,train
9315886,train
9315887,train
9315888,test
9315889,train
9315890,train
9315891,val
9315892,val
9315893,train
9315894,train
9315895,val
9315896,test
9315897,train
9315898,train
9315899,val
9315900,test
9315901,train
9315902,train
9315903,train
9315904,train
9315905,test
9315906,train
9315907,train
9315908,train
9315909,train
9315910,train
9315911,train
9315912,val
9315913,test
9315914,train
9315915,train
9315916,train
9315917,train
9315918,train
9315919,train
9315920,test
9315921,test
9315922,train
9315923,test
9315924,train
9315925,train
9315926,train
9315927,train
9315928,train
9315929,test
9315930,train
9315931,train
9315932,test
9315933,train
9315934,test
9315935,train
9315936,test
9315937,train
9315938,train
9315939,test
9315940,train
9315941,test
9315942,val
9315943,train
9315944,train
9315945,test
9315946,train
9315947,test
9315948,train
9315949,val
9315950,train
9315951,train
9315952,train
9315953,train
9315954,test
9315955,train
9315956,train
9315957,test
9315958,val
9315959,train
9315960,test
9315961,test
9315962,train
9315963,test
9315964,val
9315965,test
9315966,train
9315967,val
9315968,train
9315969,train
9315970,train
9315971,train
9315972,train
9315973,train
9315974,train
9315975,test
9315976,val
9315977,val
9315978,train
9315979,train
9315980,train
9315981,test
9315982,val
9315983,train
9315984,train
9315985,val
9315986,train
9315987,val
9315988,test
9315989,train
9315990,train
9315991,val
9315992,train
9315993,train
9315994,train
9315995,train
9315996,train
9315997,train
9315998,train
9315999,test
9316000,train
9316001,train
9316002,test
9316003,train
9316004,train
9316005,val
9316006,train
9316007,val
9316008,train
9316009,test
9316010,val
9316011,train
9316012,train
9316013,train
9316014,train
9316015,test
9316016,train
9316017,train
9316018,train
9316019,test
9316020,test
9316021,train
9316022,train
9316023,val
9316024,train
9316025,train
9316026,val
9316027,train
9316028,train
9316029,train
9316030,train
9316031,train
9316032,test
9316033,train
9316035,train
9316036,train
9316037,train
9316038,train
9316039,train
9316040,train
9316041,test
9316042,train
9316043,train
9316045,train
9316046,train
9316047,train
9316048,train
9316049,train
9316050,train
9316052,train
9316053,train
9316054,train
9316056,train
9316057,val
9316059,test
9316060,train
9316061,train
9316062,test
9316063,train
9316065,train
9316066,val
9316067,train
9316068,train
9316069,val
9316070,train
9316072,test
9316073,train
9316074,train
9316075,train
9316076,val
9316077,test
9316078,val
9316079,train
9316080,val
9316081,train
9316082,train
9316083,train
9316084,train
9316086,train
9316087,train
9316088,test
9316089,train
9316091,train
9316092,test
9316093,train
9316095,train
9316096,train
9316097,train
9316098,train
9316099,train
9316100,test
9316101,test
9316102,train
9316103,val
9316104,train
9316105,train
9316106,train
9316107,val
9316108,train
9316109,train
9316110,val
9316111,train
9316112,test
9316113,val
9316114,train
9316115,val
9316116,train
9316117,val
9316118,train
9316119,test
9316121,val
9316122,train
9316123,train
9316125,test
9316127,train
9316128,val
9316129,val
9316130,train
9316131,train
9316132,train
9316133,train
9316134,val
9316135,test
9316136,val
9316137,val
9316138,train
9316139,val
9316140,train
9316141,train
9316142,val
9316143,train
9316144,train
9316145,train
9316146,val
9316147,train
9316150,train
9316151,train
9316152,train
9316153,val
9316154,train
9316155,train
9316156,train
9316157,test
9316158,test
9316159,train
9316160,train
9316161,val
9316162,train
9316163,train
9316164,test
9316165,train
9316166,train
9316167,train
9316168,train
9316170,train
9316171,test
9316173,train
9316174,train
9316175,test
9316176,val
9316177,train
9316178,train
9316179,train
9316180,train
9316181,train
9316182,train
9316183,train
9316184,train
9316185,train
9316186,train
9316189,train
9316190,train
9316191,train
9316192,train
9316194,train
9316195,val
9316196,val
9316197,train
9316198,train
9316199,train
9316200,train
9316201,test
9316202,train
9316203,train
9316204,train
9316205,test
9316206,train
9316207,train
9316208,test
9316209,train
9316210,test
9316211,train
9316212,train
9316213,train
9316214,train
9316215,train
9316216,val
9316217,train
9316218,test
9316219,train
9316220,train
9316221,test
9316222,val
9316224,train
9316225,train
9316226,train
9316227,train
9316228,train
9316229,train
9316230,train
9316232,val
9316233,train
9316234,train
9316235,train
9316237,val
9316238,val
9316239,train
9316240,train
9316242,train
9316243,val
9316244,train
9316245,train
9316246,test
9316247,train
9316248,train
9316249,val
9316251,val
9316252,train
9316253,test
9316254,train
9316255,train
9316256,train
9316257,train
9316258,train
9316259,val
9316261,train
9316262,test
9316263,val
9316264,train
9316265,train
9316266,train
9316267,train
9316268,train
9316269,train
9316270,test
9316271,train
9316272,train
9316273,train
9316274,val
9316275,train
9316276,val
9316277,train
9316278,train
9316279,train
9316280,train
9316281,test
9316282,train
9316284,val
9316285,test
9316286,train
9316287,train
9316288,train
9316289,train
9316290,val
9316291,train
9316292,val
9316293,train
9316294,val
9316295,test
9316296,train
9316297,train
9316298,test
9316299,train
9316300,val
9316301,test
9316302,train
9316303,train
9316304,train
9316305,train
9316306,train
9316307,test
9316308,train
9316309,val
9316311,val
9316312,train
9316313,train
9316315,val
9316317,test
9316318,val
9316319,val
9316320,train
9316321,train
9316322,train
9316323,test
9316324,train
9316325,train
9316326,test
9316328,train
9316329,train
9316330,train
9316331,train
9316332,train
9316333,train
9316334,train
9316335,train
9316336,train
9316337,train
9316338,train
9316339,train
9316340,train
9316341,train
9316342,train
9316343,train
9316344,train
9316345,train
9316346,test
9316347,val
9316348,train
9316349,train
9316350,train
9316351,train
9316352,train
9316353,train
9316354,train
9316355,train
9316356,train
9316357,test
9316358,test
9316359,train
9316360,train
9316361,train
9316362,val
9316363,test
9316364,train
9316365,test
9316366,train
9316367,train
9316368,train
9316369,train
9316370,train
9316371,test
9316372,val
9316373,val
9316374,test
9316375,train
9316376,train
9316377,test
9316378,val
9316379,train
9316380,train
9316381,train
9316382,train
9316383,train
9316384,train
9316385,val
9316386,train
9316387,val
9316388,train
9316389,train
9316390,val
9316391,train
9316392,train
9316393,train
9316394,val
9316395,train
9316396,train
9316397,train
9316398,train
9316399,train
9316400,train
9316401,train
9316402,train
9316403,train
9316404,train
9316405,train
9316406,val
9316407,train
9316408,val
9316409,train
9316410,train
9316411,train
9316412,train
9316413,test
9316414,train
9316415,train
9316416,train
9316417,train
9316418,train
9316419,train
9316420,train
9316421,val
9316422,train
9316423,train
9316424,test
9316425,train
9316426,train
9316427,train
9316428,train
9316429,train
9316430,val
9316431,train
9316432,test
9316433,train
9316434,train
9316435,test
9316436,train
9316437,val
9316438,train
9316439,train
9316440,test
9316441,test
9316442,test
9316443,test
9316444,train
9316445,train
9316446,test
9316447,test
9316448,train
9316449,val
9316450,train
9316451,train
9316452,train
9316453,train
9316454,train
9316455,train
9316456,val
9316457,train
9316458,val
9316459,test
9316460,train
9316461,train
9316462,train
9316463,train
9316464,val
9316465,train
9316466,train
9316467,train
9316468,val
9316469,val
9316470,train
9316471,test
9316472,train
9316473,train
9316474,train
9316475,train
9316476,train
9316477,train
9316478,val
9316479,test
9316480,train
9316481,val
9316482,train
9316483,val
9316484,train
9316485,train
9316486,train
9316487,train
9316488,train
9316489,val
9316490,train
9316491,train
9316492,val
9316493,train
9316494,train
9316495,train
9316496,test
9316497,train
9316498,train
9316499,train
9316500,train
9316501,train
9316502,train
9316503,train
9316504,train
9316505,train
9316506,val
9316507,train
9316508,train
9316509,test
9316510,train
9316511,train
9316512,train
9316513,val
9316514,train
9316515,train
9316516,val
9316517,train
9316518,train
9316519,val
9316520,train
9316521,val
9316522,train
9316523,test
9316524,train
9316525,train
9316526,train
9316527,train
9316528,train
9316529,train
9316530,test
9316531,train
9316532,train
9316533,train
9316534,train
9316535,train
9316536,train
9316537,val
9316538,train
9316539,train
9316540,train
9316541,train
9316542,train
9316543,train
9316544,train
9316545,train
9316546,train
9316547,test
9316548,test
9316549,train
9316550,test
9316551,train
9316552,train
9316553,train
9316554,test
9316555,test
9316556,train
9316557,val
9316558,val
9316559,train
9316560,val
9316561,train
9316562,train
9316563,train
9316564,train
9316565,train
9316566,train
9316567,train
9316568,train
9316569,train
9316570,train
9316571,train
9316572,train
9316573,train
9316574,train
9316575,train
9316576,train
9316577,train
9316578,test
9316579,train
9316580,val
9316581,train
9316582,train
9316583,train
9316584,train
9316585,train
9316586,train
9316587,test
9316588,test
9316589,train
9316590,train
9316591,train
9316592,train
9316593,test
9316594,train
9316595,val
9316596,val
9316597,val
9316598,val
9316599,train
9316600,train
9316601,train
9316602,train
9316603,train
9316604,test
9316605,train
9316606,train
9316607,train
9316608,train
9316609,val
9316610,val
9316611,train
9316612,train
9316613,train
9316614,train
9316615,train
9316616,test
9316617,test
9316618,train
9316619,train
9316620,train
9316621,train
9316622,val
9316623,train
9316624,val
9316625,train
9316626,train
9316627,test
9316628,test
9316629,train
9316630,train
9316631,train
9316632,val
9316633,val
9316634,train
9316635,train
9316636,train
9316637,train
9316638,train
9316639,val
9316640,train
9316641,test
9316642,test
9316643,train
9316644,val
9316645,train
9316646,train
9316647,test
9316648,val
9316649,train
9316650,test
9316651,train
9316652,test
9316653,train
9316654,train
9316655,train
9316656,train
9316657,train
9316658,train
9316659,train
9316660,val
9316661,train
9316662,train
9316663,train
9316664,train
9316665,val
9316666,val
9316667,test
9316668,train
9316669,train
9316670,train
9316671,train
9316672,train
9316673,train
9316674,val
9316675,train
9316676,test
9316677,train
9316678,train
9316679,test
9316680,train
9316681,train
9316682,train
9316683,train
9316684,train
9316685,test
9316686,train
9316687,train
9316688,train
9316689,train
9316690,test
9316691,test
9316692,train
9316693,train
9316694,train
9316695,val
9316696,val
9316697,train
9316698,train
9316699,train
9316700,val
9316701,train
9316702,val
9316703,val
9316704,train
9316705,train
9316706,train
9316707,train
9316708,train
9316709,train
9316710,train
9316711,train
9316712,test
9316713,train
9316714,train
9316715,train
9316716,train
9316717,val
9316718,train
9316719,train
9316720,train
9316721,test
9316722,val
9316723,train
9316724,test
9316725,train
9316726,val
9316727,train
9316728,train
9316729,train
9316730,train
9316731,train
9316732,train
9316733,val
9316734,val
9316735,test
9316736,train
9316737,train
9316738,train
9316739,train
9316740,train
9316741,train
9316742,val
9316743,train
9316744,train
9316745,train
9316746,test
9316747,test
9316748,train
9316749,val
9316750,train
9316751,train
9316752,train
9316753,train
9316754,train
9316755,train
9316756,test
9316757,val
9316758,val
9316759,train
9316760,train
9316761,test
9316762,val
9316763,val
9316764,val
9316765,train
9316766,train
9316767,train
9316768,train
9316769,train
9316770,train
9316771,train
9316772,train
9316773,test
9316774,test
9316775,train
9316776,train
9316777,train
9316778,train
9316779,train
9316780,val
9316781,train
9316782,train
9316783,train
9316784,train
9316785,train
9316786,test
9316787,val
9316788,train
9316789,val
9316790,train
9316791,train
9316792,val
9316793,train
9316794,train
9316795,test
9316796,train
9316797,train
9316798,train
9316799,train
9316800,val
9316801,train
9316802,val
9316803,test
9316804,train
9316805,val
9316806,train
9316807,train
9316808,test
9316809,val
9316810,train
9316811,train
9316812,train
9316813,train
9316814,train
9316815,train
9316816,val
9316817,train
9316818,train
9316819,train
9316820,train
9316821,train
9316822,val
9316823,test
9316824,test
9316825,val
9316826,train
9316827,test
9316828,val
9316829,train
9316830,test
9316831,train
9316832,train
9316833,train
9316834,train
9316835,train
9316836,test
9316837,train
9316838,train
9316839,train
9316840,train
9316841,val
9316842,train
9316843,train
9316844,train
9316845,train
9316846,train
9316847,train
9316848,test
9316849,train
9316850,train
9316851,train
9316852,train
9316853,train
9316854,val
9316855,val
9316856,train
9316857,train
9316858,train
9316859,test
9316860,train
9316861,train
9316862,train
9316863,train
9316864,train
9316865,train
9316866,train
9316867,train
9316868,val
9316869,train
9316870,train
9316871,test
9316872,train
9316873,test
9316874,train
9316875,train
9316876,train
9316877,train
9316878,train
9316879,train
9316880,test
9316881,train
9316882,train
9316883,train
9316884,train
9316885,train
9316886,train
9316887,train
9316888,train
9316889,test
9316890,val
9316891,train
9316892,train
9316893,train
9316894,train
9316895,test
9316896,train
9316897,test
9316898,test
9316899,train
9316900,test
9316901,test
9316902,train
9316903,test
9316904,train
9316905,train
9316906,train
9316907,train
9316908,val
9316909,train
9316910,train
9316911,val
9316912,val
9316913,train
9316914,train
9316915,train
9316916,train
9316917,val
9316918,train
9316919,val
9316920,train
9316921,train
9316922,train
9316923,train
9316924,train
9316925,train
9316926,test
9316927,val
9316928,test
9316929,train
9316930,train
9316931,test
9316932,val
9316933,train
9316934,train
9316935,train
9316936,train
9316937,train
9316938,train
9316939,train
9316940,train
9316941,test
9316942,test
9316943,test
9316944,train
9316945,train
9316946,train
9316947,train
9316948,train
9316949,train
9316950,train
9316951,train
9316952,train
9316953,test
9316954,val
9316955,train
9316956,train
9316957,train
9316958,train
9316959,val
9316960,train
9316961,train
9316962,train
9316963,train
9316964,test
9316965,train
9316966,train
9316967,test
9316968,train
9316969,test
9316970,train
9316971,train
9316973,train
9316974,train
9316975,test
9316976,train
9316977,val
9316978,train
9316980,val
9316981,train
9316982,val
9316983,train
9316984,train
9316985,train
9316987,test
9316988,test
9316989,train
9316990,val
9316991,train
9316992,test
9316994,train
9316995,train
9316996,train
9316997,train
9316998,test
9316999,train
9317001,train
9317002,train
9317003,train
9317004,train
9317005,train
9317006,train
9317008,test
9317009,train
9317010,train
9317011,test
9317012,val
9317013,val
9317015,train
9317016,train
9317017,train
9317018,train
9317019,val
9317020,test
9317022,train
9317023,train
9317024,train
9317025,train
9317026,train
9317027,train
9317029,train
9317030,train
9317031,train
9317032,train
9317033,train
9317034,train
9317036,train
9317037,train
9317038,train
9317039,val
9317040,train
9317041,train
9317043,train
9317044,val
9317045,test
9317046,train
9317047,train
9317048,val
9317050,train
9317051,train
9317052,val
9317053,train
9317054,val
9317055,test
9317057,val
9317058,train
9317059,train
9317060,test
9317061,train
9317062,train
9317064,train
9317065,train
9317066,val
9317067,train
9317068,test
9317069,train
9317071,val
9317072,val
9317073,train
9317074,train
9317075,train
9317076,test
9317078,train
9317079,train
9317080,test
9317081,train
9317082,train
9317083,train
9317085,train
9317086,train
9317087,train
9317088,val
9317089,train
9317090,train
9317092,train
9317093,test
9317094,val
9317095,val
9317096,train
9317097,train
9317099,train
9317100,train
9317101,train
9317102,test
9317103,train
9317104,train
9317106,test
9317107,val
9317108,train
9317109,train
9317110,train
9317111,train
9317113,val
9317114,val
9317115,train
9317116,train
9317117,val
9317118,train
9317120,train
9317121,train
9317122,train
9317123,val
9317124,train
9317125,test
9317127,train
9317128,test
9317129,train
9317130,train
9317131,train
9317132,train
9317134,train
9317135,train
9317136,val
9317137,train
9317138,test
9317139,train
9317141,train
9317142,train
9317143,train
9317144,train
9317145,train
9317146,test
9317148,train
9317149,train
9317150,train
9317151,train
9317152,train
9317153,train
9317155,train
9317156,train
9317157,train
9317158,train
9317159,train
9317160,train
9317162,test
9317163,test
9317164,train
9317165,train
9317166,train
9317167,train
9317169,test
9317170,test
9317171,train
9317172,train
9317173,train
9317174,train
9317176,val
9317177,train
9317178,train
9317179,train
9317180,val
9317181,train
9317183,train
9317184,train
9317185,test
9317187,val
9317188,train
9317190,train
9317191,train
9317192,train
9317194,train
9317195,val
9317197,train
9317198,train
9317199,train
9317201,val
9317202,train
9317204,val
9317205,val
9317206,train
9317208,train
9317209,val
9317211,train
9317212,train
9317213,val
9317215,train
9317216,test
9317218,train
9317219,train
9317220,train
9317222,train
9317223,train
9317225,train
9317226,train
9317227,test
9317229,train
9317230,train
9317232,test
9317233,train
9317234,val
9317236,val
9317237,train
9317239,val
9317240,train
9317241,train
9317243,train
9317244,train
9317246,val
9317247,val
9317248,train
9317250,val
9317251,train
9317253,train
9317254,train
9317255,train
9317257,test
9317258,train
9317260,train
9317261,train
9317262,train
9317264,train
9317265,train
9317267,train
9317268,train
9317269,val
9317271,test
9317272,train
9317274,val
9317275,train
9317276,test
9317278,train
9317279,test
9317281,train
9317282,train
9317283,train
9317285,train
9317286,train
9317288,val
9317289,train
9317291,test
9317294,train
9317295,test
9317296,val
9317298,train
9317301,val
9317302,train
9317303,train
9317305,train
9317308,val
9317309,train
9317310,test
9317312,test
9317315,train
9317316,train
9317317,train
9317319,train
9317322,val
9317323,train
9317324,train
9317326,train
9317329,val
9317330,train
9317331,test
9317333,train
9317336,train
9317337,train
9317338,train
9317340,train
9317343,train
9317344,test
9317345,test
9317347,train
9317350,train
9317351,train
9317352,val
9317354,train
9317357,test
9317358,val
9317359,val
9317361,test
9317364,train
9317365,val
9317366,test
9317368,train
9317371,train
9317372,train
9317373,train
9317375,test
9317378,train
9317379,train
9317380,val
9317382,test
9317385,val
9317386,val
9317387,train
9317389,train
9317392,train
9317393,train
9317394,val
9317396,train
9317399,train
9317400,train
9317401,test
9317403,train
9317406,train
9317407,test
9317408,train
9317410,train
9317413,val
9317414,test
9317415,train
9317417,train
9317420,train
9317421,train
9317422,train
9317424,train
9317427,train
9317428,train
9317429,train
9317431,test
9317434,train
9317435,val
9317436,train
9317438,train
9317441,train
9317442,train
9317443,train
9317445,train
9317448,val
9317449,train
9317450,train
9317452,test
9317455,train
9317456,train
9317457,train
9317459,train
9317462,train
9317463,train
9317464,val
9317466,train
9317469,train
9317470,val
9317471,test
9317473,train
9317476,train
9317477,train
9317478,train
9317480,train
9317483,train
9317484,val
9317485,train
9317487,train
9317488,train
9317490,val
9317491,test
9317492,train
9317494,train
9317495,test
9317497,train
9317498,train
9317499,train
9317501,train
9317502,train
9317504,train
9317505,val
9317506,test
9317508,train
9317509,train
9317511,train
9317512,train
9317513,train
9317515,test
9317516,train
9317518,train
9317519,test
9317520,train
9317522,val
9317523,train
9317525,test
9317526,train
9317527,train
9317529,train
9317530,train
9317532,train
9317533,train
9317534,train
9317536,val
9317537,train
9317539,test
9317540,train
9317541,train
9317543,val
9317544,train
9317546,train
9317547,train
9317548,train
9317550,val
9317551,train
9317553,train
9317554,test
9317555,train
9317557,train
9317558,test
9317560,train
9317561,train
9317562,train
9317564,train
9317565,train
9317567,train
9317568,test
9317569,train
9317571,train
9317572,train
9317574,train
9317575,train
9317576,train
9317578,test
9317579,test
9317581,train
9317582,test
9317583,train
9317585,train
9317586,train
9317588,train
9317589,val
9317590,test
9317592,train
9317593,train
9317595,train
9317596,train
9317597,val
9317599,train
9317600,test
9317602,train
9317603,train
9317604,train
9317606,train
9317607,train
9317608,train
9317609,train
9317610,train
9317611,train
9317612,test
9317613,train
9317614,test
9317615,train
9317616,train
9317617,train
9317618,train
9317619,train
9317620,train
9317621,train
9317622,test
9317623,val
9317624,train
9317625,train
9317626,train
9317627,test
9317628,val
9317629,train
9317630,train
9317631,train
9317632,train
9317633,test
9317634,val
9317635,test
9317636,val
9317637,train
9317638,train
9317639,train
9317640,train
9317641,train
9317642,train
9317643,test
9317644,train
9317645,train
9317646,train
9317647,test
9317648,train
9317649,test
9317650,train
9317651,train
9317652,train
9317653,train
9317654,train
9317655,train
9317656,train
9317657,train
9317658,train
9317659,train
9317660,train
9317661,train
9317662,test
9317663,train
9317664,train
9317665,test
9317666,train
9317667,test
9317668,train
9317669,train
9317670,val
9317671,train
9317672,val
9317673,test
9317674,train
9317676,train
9317677,train
9317678,train
9317679,test
9317680,val
9317681,train
9317682,val
9317683,test
9317684,train
9317685,val
9317686,train
9317687,test
9317688,val
9317689,train
9317690,train
9317691,train
9317692,test
9317693,test
9317694,train
9317695,train
